codice_gestione,codice_voce,macro_categoria_v2
VCF,4.05.04.99.999,Entrate extratributarie
CDC,4101,Entrate extratributarie
MON,4101,Entrate extratributarie
PRO,4101,Entrate extratributarie
SAN,4101,Altro
SP1,4101,Entrate extratributarie
SP2,4101,Altro
SP3,4101,Entrate extratributarie
SP5,4101,Entrate extratributarie
VSN,4101,Altro
PRO,4102,Entrate extratributarie
SAN,4102,Altro
SP1,4102,Entrate extratributarie
SP2,4102,Altro
VSN,4102,Altro
CDC,4103,Entrate extratributarie
PRO,4103,Entrate extratributarie
SAN,4103,Altro
SP1,4103,Entrate extratributarie
SP2,4103,Altro
SP5,4103,Entrate extratributarie
VSN,4103,Altro
PRO,4104,Entrate extratributarie
SAN,4104,Altro
SP1,4104,Entrate extratributarie
SP2,4104,Altro
VSN,4104,Altro
PRO,4105,Entrate extratributarie
SAN,4105,Altro
SP1,4105,Entrate extratributarie
SP2,4105,Altro
VSN,4105,Altro
PRO,4106,Entrate extratributarie
SP1,4106,Entrate extratributarie
PRO,4111,Entrate extratributarie
REG,4111,Entrate extratributarie
RIC,4111,Entrate extratributarie
SP1,4111,Entrate extratributarie
SP4,4111,Entrate extratributarie
SP7,4111,Entrate extratributarie
SP8,4111,Entrate extratributarie
UNI,4111,Entrate extratributarie
PRO,4112,Entrate extratributarie
REG,4112,Entrate extratributarie
RIC,4112,Entrate extratributarie
SP1,4112,Entrate extratributarie
SP4,4112,Entrate extratributarie
SP7,4112,Entrate extratributarie
SP8,4112,Entrate extratributarie
UNI,4112,Entrate extratributarie
PRO,4113,Entrate extratributarie
REG,4113,Entrate extratributarie
RIC,4113,Entrate extratributarie
SP1,4113,Entrate extratributarie
SP4,4113,Entrate extratributarie
SP7,4113,Entrate extratributarie
SP8,4113,Entrate extratributarie
UNI,4113,Entrate extratributarie
PRO,4114,Entrate extratributarie
REG,4114,Entrate extratributarie
RIC,4114,Entrate extratributarie
SP1,4114,Entrate extratributarie
SP4,4114,Entrate extratributarie
SP7,4114,Entrate extratributarie
SP8,4114,Entrate extratributarie
UNI,4114,Entrate extratributarie
PRO,4115,Entrate extratributarie
REG,4115,Entrate extratributarie
RIC,4115,Entrate extratributarie
SP1,4115,Entrate extratributarie
SP4,4115,Entrate extratributarie
SP7,4115,Entrate extratributarie
SP8,4115,Entrate extratributarie
UNI,4115,Entrate extratributarie
REG,4116,Entrate extratributarie
RIC,4116,Imposte proprie
SP4,4116,Imposte proprie
SP7,4116,Entrate extratributarie
SP8,4116,Entrate extratributarie
UNI,4116,Entrate extratributarie
REG,4117,Entrate extratributarie
RIC,4117,Imposte proprie
SP4,4117,Imposte proprie
SP8,4117,Entrate extratributarie
RIC,4118,Entrate extratributarie
SP4,4118,Entrate extratributarie
PRO,4121,Entrate extratributarie
SP1,4121,Entrate extratributarie
PRO,4122,Entrate extratributarie
REG,4122,Entrate extratributarie
SP1,4122,Entrate extratributarie
SP8,4122,Entrate extratributarie
PRO,4123,Entrate extratributarie
REG,4123,Entrate extratributarie
SP1,4123,Entrate extratributarie
SP8,4123,Entrate extratributarie
PRO,4124,Entrate extratributarie
REG,4124,Entrate extratributarie
SP1,4124,Entrate extratributarie
SP8,4124,Entrate extratributarie
REG,4125,Entrate extratributarie
SP8,4125,Entrate extratributarie
CDC,4198,Entrate extratributarie
SP5,4198,Entrate extratributarie
CDC,4199,Entrate extratributarie
SP5,4199,Entrate extratributarie
SAN,4200,Altro
SP2,4200,Altro
VSN,4200,Altro
CDC,4201,Entrate extratributarie
MON,4201,Entrate extratributarie
PRO,4201,Entrate extratributarie
SP1,4201,Entrate extratributarie
SP3,4201,Entrate extratributarie
SP5,4201,Entrate extratributarie
CDC,4202,Entrate extratributarie
MON,4202,Entrate extratributarie
PRO,4202,Entrate extratributarie
SP1,4202,Entrate extratributarie
SP3,4202,Entrate extratributarie
SP5,4202,Entrate extratributarie
CDC,4203,Entrate extratributarie
PRO,4203,Entrate extratributarie
SP1,4203,Entrate extratributarie
SP5,4203,Entrate extratributarie
CDC,4204,Entrate extratributarie
SP5,4204,Entrate extratributarie
CDC,4205,Entrate extratributarie
SP5,4205,Entrate extratributarie
REG,4211,Trasferimenti c/capitale
SP7,4211,Entrate extratributarie
SP8,4211,Trasferimenti c/capitale
UNI,4211,Entrate extratributarie
REG,4212,Trasferimenti c/capitale
SP7,4212,Entrate extratributarie
SP8,4212,Trasferimenti c/capitale
UNI,4212,Entrate extratributarie
REG,4213,Trasferimenti c/capitale
SP8,4213,Trasferimenti c/capitale
REG,4214,Trasferimenti c/capitale
SP8,4214,Trasferimenti c/capitale
REG,4215,Trasferimenti c/capitale
SP8,4215,Trasferimenti c/capitale
REG,4216,Trasferimenti c/capitale
SP8,4216,Trasferimenti c/capitale
REG,4217,Trasferimenti c/capitale
SP8,4217,Trasferimenti c/capitale
REG,4220,Trasferimenti c/capitale
SP8,4220,Trasferimenti c/capitale
REG,4231,Trasferimenti c/capitale
SP8,4231,Trasferimenti c/capitale
REG,4232,Trasferimenti c/capitale
SP8,4232,Trasferimenti c/capitale
REG,4233,Trasferimenti c/capitale
SP8,4233,Trasferimenti c/capitale
REG,4234,Trasferimenti c/capitale
SP8,4234,Trasferimenti c/capitale
REG,4235,Trasferimenti c/capitale
SP8,4235,Trasferimenti c/capitale
REG,4236,Trasferimenti c/capitale
SP8,4236,Trasferimenti c/capitale
REG,4237,Trasferimenti c/capitale
SP8,4237,Trasferimenti c/capitale
REG,4238,Trasferimenti c/capitale
SP8,4238,Trasferimenti c/capitale
REG,4239,Trasferimenti c/capitale
SP8,4239,Trasferimenti c/capitale
REG,4240,Trasferimenti c/capitale
SP8,4240,Trasferimenti c/capitale
REG,4241,Trasferimenti c/capitale
SP8,4241,Trasferimenti c/capitale
REG,4242,Trasferimenti c/capitale
SP8,4242,Trasferimenti c/capitale
REG,4243,Trasferimenti c/capitale
SP8,4243,Trasferimenti c/capitale
REG,4244,Trasferimenti c/capitale
SP8,4244,Trasferimenti c/capitale
REG,4245,Trasferimenti c/capitale
SP8,4245,Trasferimenti c/capitale
REG,4246,Trasferimenti c/capitale
SP8,4246,Trasferimenti c/capitale
REG,4247,Trasferimenti c/capitale
SP8,4247,Trasferimenti c/capitale
REG,4248,Trasferimenti c/capitale
SP8,4248,Trasferimenti c/capitale
REG,4249,Trasferimenti c/capitale
SP8,4249,Trasferimenti c/capitale
REG,4250,Trasferimenti c/capitale
SP8,4250,Trasferimenti c/capitale
REG,4251,Trasferimenti c/capitale
SP8,4251,Trasferimenti c/capitale
REG,4252,Trasferimenti c/capitale
SP8,4252,Trasferimenti c/capitale
REG,4253,Trasferimenti c/capitale
SP8,4253,Trasferimenti c/capitale
REG,4254,Entrate extratributarie
SP8,4254,Entrate extratributarie
MON,4301,Entrate extratributarie
PRO,4301,Entrate extratributarie
SAN,4301,Altro
SP1,4301,Entrate extratributarie
SP2,4301,Altro
SP3,4301,Entrate extratributarie
VSN,4301,Altro
MON,4302,Entrate extratributarie
PRO,4302,Entrate extratributarie
SAN,4302,Altro
SP1,4302,Entrate extratributarie
SP2,4302,Altro
SP3,4302,Entrate extratributarie
VSN,4302,Altro
PRO,4303,Entrate extratributarie
SAN,4303,Altro
SP1,4303,Entrate extratributarie
SP2,4303,Altro
VSN,4303,Altro
SAN,4304,Altro
SP2,4304,Altro
VSN,4304,Altro
MON,4311,Entrate extratributarie
REG,4311,Trasferimenti c/capitale
SP3,4311,Entrate extratributarie
SP7,4311,Entrate extratributarie
SP8,4311,Trasferimenti c/capitale
UNI,4311,Entrate extratributarie
REG,4312,Trasferimenti c/capitale
SP7,4312,Entrate extratributarie
SP8,4312,Trasferimenti c/capitale
UNI,4312,Entrate extratributarie
REG,4313,Trasferimenti c/capitale
SP7,4313,Entrate extratributarie
SP8,4313,Trasferimenti c/capitale
UNI,4313,Entrate extratributarie
SP7,4314,Entrate extratributarie
UNI,4314,Entrate extratributarie
MON,4321,Entrate extratributarie
SP3,4321,Entrate extratributarie
MON,4322,Entrate extratributarie
SP3,4322,Entrate extratributarie
MON,4323,Entrate extratributarie
SP3,4323,Entrate extratributarie
MON,4324,Entrate extratributarie
SP3,4324,Entrate extratributarie
MON,4325,Entrate extratributarie
SP3,4325,Entrate extratributarie
MON,4326,Entrate extratributarie
SP3,4326,Entrate extratributarie
SP7,4400,Entrate extratributarie
UNI,4400,Entrate extratributarie
MON,4401,Entrate extratributarie
PRO,4401,Entrate extratributarie
SP1,4401,Entrate extratributarie
SP3,4401,Entrate extratributarie
MON,4402,Entrate extratributarie
PRO,4402,Entrate extratributarie
SP1,4402,Entrate extratributarie
SP3,4402,Entrate extratributarie
MON,4411,Entrate extratributarie
PRO,4411,Entrate extratributarie
SP1,4411,Entrate extratributarie
SP3,4411,Entrate extratributarie
SP7,4411,Entrate extratributarie
UNI,4411,Entrate extratributarie
MON,4412,Entrate extratributarie
PRO,4412,Entrate extratributarie
SP1,4412,Entrate extratributarie
SP3,4412,Entrate extratributarie
SP7,4412,Entrate extratributarie
UNI,4412,Entrate extratributarie
MON,4413,Entrate extratributarie
REG,4413,Trasferimenti c/capitale
SP3,4413,Entrate extratributarie
SP7,4413,Entrate extratributarie
SP8,4413,Trasferimenti c/capitale
UNI,4413,Entrate extratributarie
REG,4414,Trasferimenti c/capitale
SP7,4414,Entrate extratributarie
SP8,4414,Trasferimenti c/capitale
UNI,4414,Entrate extratributarie
REG,4415,Trasferimenti c/capitale
SP7,4415,Entrate extratributarie
SP8,4415,Trasferimenti c/capitale
UNI,4415,Entrate extratributarie
REG,4416,Trasferimenti c/capitale
SP7,4416,Entrate extratributarie
SP8,4416,Trasferimenti c/capitale
UNI,4416,Entrate extratributarie
SP7,4417,Entrate extratributarie
UNI,4417,Entrate extratributarie
SP7,4418,Entrate extratributarie
UNI,4418,Entrate extratributarie
SP7,4419,Entrate extratributarie
UNI,4419,Entrate extratributarie
PRO,4420,Entrate extratributarie
SP1,4420,Entrate extratributarie
SP7,4420,Entrate extratributarie
UNI,4420,Entrate extratributarie
SP7,4423,Entrate extratributarie
UNI,4423,Entrate extratributarie
SP7,4424,Entrate extratributarie
UNI,4424,Entrate extratributarie
SP7,4425,Entrate extratributarie
UNI,4425,Entrate extratributarie
SP7,4426,Entrate extratributarie
UNI,4426,Entrate extratributarie
SP7,4427,Entrate extratributarie
UNI,4427,Entrate extratributarie
PRO,4431,Entrate extratributarie
SP1,4431,Entrate extratributarie
PRO,4432,Entrate extratributarie
SP1,4432,Entrate extratributarie
PRO,4433,Entrate extratributarie
SP1,4433,Entrate extratributarie
PRO,4434,Entrate extratributarie
SP1,4434,Entrate extratributarie
PRO,4435,Entrate extratributarie
SP1,4435,Entrate extratributarie
PRO,4441,Entrate extratributarie
SP1,4441,Entrate extratributarie
PRO,4442,Entrate extratributarie
SP1,4442,Entrate extratributarie
PRO,4451,Entrate extratributarie
SP1,4451,Entrate extratributarie
PRO,4452,Entrate extratributarie
SP1,4452,Entrate extratributarie
PRO,4461,Entrate extratributarie
SP1,4461,Entrate extratributarie
PRO,4462,Entrate extratributarie
SP1,4462,Entrate extratributarie
PRO,4463,Entrate extratributarie
SP1,4463,Entrate extratributarie
PRO,4464,Entrate extratributarie
SP1,4464,Entrate extratributarie
PRO,4465,Entrate extratributarie
SP1,4465,Entrate extratributarie
PRO,4466,Entrate extratributarie
SP1,4466,Entrate extratributarie
PRO,4467,Entrate extratributarie
SP1,4467,Entrate extratributarie
PRO,4468,Entrate extratributarie
SP1,4468,Entrate extratributarie
PRO,4469,Entrate extratributarie
SP1,4469,Entrate extratributarie
PRO,4470,Entrate extratributarie
SP1,4470,Entrate extratributarie
CDC,4499,Entrate extratributarie
PRO,4499,Entrate extratributarie
SP1,4499,Entrate extratributarie
SP5,4499,Entrate extratributarie
PRO,4501,Entrate extratributarie
REG,4501,Entrate extratributarie
SP1,4501,Entrate extratributarie
SP8,4501,Entrate extratributarie
PRO,4502,Entrate extratributarie
REG,4502,Entrate extratributarie
SP1,4502,Entrate extratributarie
SP8,4502,Entrate extratributarie
REG,4503,Entrate extratributarie
SP8,4503,Entrate extratributarie
REG,4504,Entrate extratributarie
SP8,4504,Entrate extratributarie
REG,4505,Entrate extratributarie
SP8,4505,Entrate extratributarie
REG,4506,Entrate extratributarie
SP8,4506,Entrate extratributarie
REG,4507,Entrate extratributarie
SP8,4507,Entrate extratributarie
REG,4508,Entrate extratributarie
SP8,4508,Entrate extratributarie
REG,4509,Entrate extratributarie
SP8,4509,Entrate extratributarie
REG,4510,Entrate extratributarie
SP8,4510,Entrate extratributarie
PRO,4511,Entrate extratributarie
REG,4511,Entrate extratributarie
SP1,4511,Entrate extratributarie
SP8,4511,Entrate extratributarie
PRO,4512,Entrate extratributarie
REG,4512,Entrate extratributarie
SP1,4512,Entrate extratributarie
SP8,4512,Entrate extratributarie
PRO,4513,Entrate extratributarie
REG,4513,Entrate extratributarie
SP1,4513,Entrate extratributarie
SP8,4513,Entrate extratributarie
REG,4514,Entrate extratributarie
SP8,4514,Entrate extratributarie
REG,4515,Entrate extratributarie
SP8,4515,Entrate extratributarie
REG,4516,Entrate extratributarie
SP8,4516,Entrate extratributarie
REG,4517,Entrate extratributarie
SP8,4517,Entrate extratributarie
REG,4518,Entrate extratributarie
SP8,4518,Entrate extratributarie
REG,4519,Entrate extratributarie
SP8,4519,Entrate extratributarie
REG,4523,Entrate extratributarie
SP8,4523,Entrate extratributarie
REG,4524,Entrate extratributarie
SP8,4524,Entrate extratributarie
REG,4530,Entrate extratributarie
SP8,4530,Entrate extratributarie
REG,4540,Entrate extratributarie
SP8,4540,Entrate extratributarie
REG,4550,Entrate extratributarie
SP8,4550,Entrate extratributarie
PRO,4601,Entrate extratributarie
SP1,4601,Entrate extratributarie
PRO,4602,Entrate extratributarie
SP1,4602,Entrate extratributarie
PRO,4611,Entrate extratributarie
SP1,4611,Entrate extratributarie
PRO,4612,Entrate extratributarie
SP1,4612,Entrate extratributarie
PRO,4620,Entrate extratributarie
SP1,4620,Entrate extratributarie
PRO,4631,Entrate extratributarie
SP1,4631,Entrate extratributarie
PRO,4632,Entrate extratributarie
SP1,4632,Entrate extratributarie
PRO,4633,Entrate extratributarie
SP1,4633,Entrate extratributarie
PRO,4634,Entrate extratributarie
SP1,4634,Entrate extratributarie
PRO,4635,Entrate extratributarie
SP1,4635,Entrate extratributarie
PRO,4641,Entrate extratributarie
SP1,4641,Entrate extratributarie
PRO,4642,Entrate extratributarie
SP1,4642,Entrate extratributarie
PRO,4651,Entrate extratributarie
SP1,4651,Entrate extratributarie
PRO,4661,Entrate extratributarie
SP1,4661,Entrate extratributarie
PRO,4671,Entrate extratributarie
SP1,4671,Entrate extratributarie
PRO,4672,Entrate extratributarie
SP1,4672,Entrate extratributarie
PRO,4681,Entrate extratributarie
PRO,4682,Entrate extratributarie
SP1,4682,Entrate extratributarie
PRO,4683,Entrate extratributarie
SP1,4683,Entrate extratributarie
RIC,4999,Entrate extratributarie
SP4,4999,Entrate extratributarie
AAI,5.01.01.01.001,Entrate extratributarie
ASP,5.01.01.01.001,Entrate extratributarie
EPF,5.01.01.01.001,Entrate extratributarie
FLS,5.01.01.01.001,Entrate extratributarie
MON,5.01.01.01.001,Entrate extratributarie
PRO,5.01.01.01.001,Entrate extratributarie
REG,5.01.01.01.001,Entrate extratributarie
SP1,5.01.01.01.001,Entrate extratributarie
SP3,5.01.01.01.001,Entrate extratributarie
SP8,5.01.01.01.001,Entrate extratributarie
VCE,5.01.01.01.001,Entrate extratributarie
VCF,5.01.01.01.001,Entrate extratributarie
AAI,5.01.01.01.002,Altro
ASP,5.01.01.01.002,Altro
EPF,5.01.01.01.002,Altro
FLS,5.01.01.01.002,Altro
MON,5.01.01.01.002,Altro
PRO,5.01.01.01.002,Altro
REG,5.01.01.01.002,Altro
SP1,5.01.01.01.002,Altro
SP3,5.01.01.01.002,Altro
SP8,5.01.01.01.002,Altro
VCE,5.01.01.01.002,Altro
VCF,5.01.01.01.002,Altro
AAI,5.01.01.01.999,Altro
ASP,5.01.01.01.999,Altro
EPF,5.01.01.01.999,Altro
FLS,5.01.01.01.999,Altro
MON,5.01.01.01.999,Altro
PRO,5.01.01.01.999,Altro
REG,5.01.01.01.999,Altro
SP1,5.01.01.01.999,Altro
SP3,5.01.01.01.999,Altro
SP8,5.01.01.01.999,Altro
VCE,5.01.01.01.999,Altro
VCF,5.01.01.01.999,Altro
AAI,5.01.01.02.001,Altro
ASP,5.01.01.02.001,Altro
EPF,5.01.01.02.001,Altro
FLS,5.01.01.02.001,Altro
MON,5.01.01.02.001,Altro
PRO,5.01.01.02.001,Altro
REG,5.01.01.02.001,Altro
SP1,5.01.01.02.001,Altro
SP3,5.01.01.02.001,Altro
SP8,5.01.01.02.001,Altro
VCE,5.01.01.02.001,Altro
VCF,5.01.01.02.001,Altro
AAI,5.01.01.02.002,Altro
ASP,5.01.01.02.002,Altro
EPF,5.01.01.02.002,Altro
FLS,5.01.01.02.002,Altro
MON,5.01.01.02.002,Altro
PRO,5.01.01.02.002,Altro
REG,5.01.01.02.002,Altro
SP1,5.01.01.02.002,Altro
SP3,5.01.01.02.002,Altro
SP8,5.01.01.02.002,Altro
VCE,5.01.01.02.002,Altro
VCF,5.01.01.02.002,Altro
AAI,5.01.01.02.999,Altro
ASP,5.01.01.02.999,Altro
EPF,5.01.01.02.999,Altro
FLS,5.01.01.02.999,Altro
MON,5.01.01.02.999,Altro
PRO,5.01.01.02.999,Altro
REG,5.01.01.02.999,Altro
RIC,5.01.01.02.999,Altro
SP1,5.01.01.02.999,Altro
SP3,5.01.01.02.999,Altro
SP4,5.01.01.02.999,Altro
SP8,5.01.01.02.999,Altro
VCE,5.01.01.02.999,Altro
VCF,5.01.01.02.999,Altro
AAI,5.01.01.03.001,Altro
ASP,5.01.01.03.001,Altro
EPF,5.01.01.03.001,Altro
FLS,5.01.01.03.001,Altro
MON,5.01.01.03.001,Altro
PRO,5.01.01.03.001,Altro
REG,5.01.01.03.001,Altro
RIC,5.01.01.03.001,Altro
SP1,5.01.01.03.001,Altro
SP3,5.01.01.03.001,Altro
SP4,5.01.01.03.001,Altro
SP7,5.01.01.03.001,Altro
SP8,5.01.01.03.001,Altro
UNI,5.01.01.03.001,Altro
VCE,5.01.01.03.001,Altro
VCF,5.01.01.03.001,Altro
AAI,5.01.01.03.002,Altro
ASP,5.01.01.03.002,Altro
EPF,5.01.01.03.002,Altro
FLS,5.01.01.03.002,Altro
MON,5.01.01.03.002,Altro
PRO,5.01.01.03.002,Altro
REG,5.01.01.03.002,Altro
RIC,5.01.01.03.002,Altro
SP1,5.01.01.03.002,Altro
SP3,5.01.01.03.002,Altro
SP4,5.01.01.03.002,Altro
SP7,5.01.01.03.002,Altro
SP8,5.01.01.03.002,Altro
UNI,5.01.01.03.002,Altro
VCE,5.01.01.03.002,Altro
VCF,5.01.01.03.002,Altro
AAI,5.01.01.03.999,Altro
ASP,5.01.01.03.999,Altro
EPF,5.01.01.03.999,Altro
FLS,5.01.01.03.999,Altro
MON,5.01.01.03.999,Altro
PRO,5.01.01.03.999,Altro
REG,5.01.01.03.999,Altro
RIC,5.01.01.03.999,Altro
SP1,5.01.01.03.999,Altro
SP3,5.01.01.03.999,Altro
SP4,5.01.01.03.999,Altro
SP7,5.01.01.03.999,Altro
SP8,5.01.01.03.999,Altro
UNI,5.01.01.03.999,Altro
VCE,5.01.01.03.999,Altro
VCF,5.01.01.03.999,Altro
AAI,5.01.01.04.001,Altro
ASP,5.01.01.04.001,Altro
EPF,5.01.01.04.001,Altro
FLS,5.01.01.04.001,Altro
MON,5.01.01.04.001,Altro
PRO,5.01.01.04.001,Altro
REG,5.01.01.04.001,Altro
RIC,5.01.01.04.001,Altro
SP1,5.01.01.04.001,Altro
SP3,5.01.01.04.001,Altro
SP4,5.01.01.04.001,Altro
SP7,5.01.01.04.001,Altro
SP8,5.01.01.04.001,Altro
UNI,5.01.01.04.001,Altro
VCE,5.01.01.04.001,Altro
VCF,5.01.01.04.001,Altro
AAI,5.01.01.04.999,Altro
ASP,5.01.01.04.999,Altro
EPF,5.01.01.04.999,Altro
FLS,5.01.01.04.999,Altro
MON,5.01.01.04.999,Altro
PRO,5.01.01.04.999,Altro
REG,5.01.01.04.999,Altro
RIC,5.01.01.04.999,Altro
SP1,5.01.01.04.999,Altro
SP3,5.01.01.04.999,Altro
SP4,5.01.01.04.999,Altro
SP7,5.01.01.04.999,Altro
SP8,5.01.01.04.999,Altro
UNI,5.01.01.04.999,Altro
VCE,5.01.01.04.999,Altro
VCF,5.01.01.04.999,Altro
AAI,5.01.01.05.000,Entrate extratributarie
ASP,5.01.01.05.000,Entrate extratributarie
FLS,5.01.01.05.000,Entrate extratributarie
VCE,5.01.01.05.000,Entrate extratributarie
VCF,5.01.01.05.000,Entrate extratributarie
AAI,5.01.01.05.001,Altro
ASP,5.01.01.05.001,Altro
EPF,5.01.01.05.001,Altro
FLS,5.01.01.05.001,Altro
MON,5.01.01.05.001,Altro
PRO,5.01.01.05.001,Altro
REG,5.01.01.05.001,Altro
SP1,5.01.01.05.001,Altro
SP3,5.01.01.05.001,Altro
SP8,5.01.01.05.001,Altro
VCE,5.01.01.05.001,Altro
VCF,5.01.01.05.001,Altro
AAI,5.01.01.05.002,Altro
ASP,5.01.01.05.002,Altro
EPF,5.01.01.05.002,Altro
FLS,5.01.01.05.002,Altro
MON,5.01.01.05.002,Altro
PRO,5.01.01.05.002,Altro
REG,5.01.01.05.002,Altro
SP1,5.01.01.05.002,Altro
SP3,5.01.01.05.002,Altro
SP8,5.01.01.05.002,Altro
VCE,5.01.01.05.002,Altro
VCF,5.01.01.05.002,Altro
AAI,5.01.01.05.003,Altro
ASP,5.01.01.05.003,Altro
EPF,5.01.01.05.003,Altro
FLS,5.01.01.05.003,Altro
MON,5.01.01.05.003,Altro
PRO,5.01.01.05.003,Altro
REG,5.01.01.05.003,Altro
SP1,5.01.01.05.003,Altro
SP3,5.01.01.05.003,Altro
SP8,5.01.01.05.003,Altro
VCE,5.01.01.05.003,Altro
VCF,5.01.01.05.003,Altro
AAI,5.01.02.01.001,Altro
ASP,5.01.02.01.001,Altro
EPF,5.01.02.01.001,Altro
FLS,5.01.02.01.001,Altro
MON,5.01.02.01.001,Altro
PRO,5.01.02.01.001,Altro
REG,5.01.02.01.001,Altro
SP1,5.01.02.01.001,Altro
SP3,5.01.02.01.001,Altro
SP8,5.01.02.01.001,Altro
VCE,5.01.02.01.001,Altro
VCF,5.01.02.01.001,Altro
AAI,5.01.02.99.999,Altro
ASP,5.01.02.99.999,Altro
EPF,5.01.02.99.999,Altro
FLS,5.01.02.99.999,Altro
MON,5.01.02.99.999,Altro
PRO,5.01.02.99.999,Altro
REG,5.01.02.99.999,Altro
RIC,5.01.02.99.999,Altro
SP1,5.01.02.99.999,Altro
SP3,5.01.02.99.999,Altro
SP4,5.01.02.99.999,Altro
SP8,5.01.02.99.999,Altro
VCE,5.01.02.99.999,Altro
VCF,5.01.02.99.999,Altro
AAI,5.01.03.01.001,Altro
ASP,5.01.03.01.001,Altro
EPF,5.01.03.01.001,Altro
FLS,5.01.03.01.001,Altro
MON,5.01.03.01.001,Altro
PRO,5.01.03.01.001,Altro
REG,5.01.03.01.001,Altro
RIC,5.01.03.01.001,Altro
SP1,5.01.03.01.001,Altro
SP3,5.01.03.01.001,Altro
SP4,5.01.03.01.001,Altro
SP7,5.01.03.01.001,Altro
SP8,5.01.03.01.001,Altro
UNI,5.01.03.01.001,Altro
VCE,5.01.03.01.001,Altro
VCF,5.01.03.01.001,Altro
AAI,5.01.03.02.001,Altro
ASP,5.01.03.02.001,Altro
EPF,5.01.03.02.001,Altro
FLS,5.01.03.02.001,Altro
MON,5.01.03.02.001,Altro
PRO,5.01.03.02.001,Altro
REG,5.01.03.02.001,Altro
RIC,5.01.03.02.001,Altro
SP1,5.01.03.02.001,Altro
SP3,5.01.03.02.001,Altro
SP4,5.01.03.02.001,Altro
SP8,5.01.03.02.001,Altro
VCE,5.01.03.02.001,Altro
VCF,5.01.03.02.001,Altro
AAI,5.01.03.03.001,Altro
ASP,5.01.03.03.001,Altro
EPF,5.01.03.03.001,Altro
FLS,5.01.03.03.001,Altro
MON,5.01.03.03.001,Altro
PRO,5.01.03.03.001,Altro
REG,5.01.03.03.001,Altro
RIC,5.01.03.03.001,Altro
SP1,5.01.03.03.001,Altro
SP3,5.01.03.03.001,Altro
SP4,5.01.03.03.001,Altro
SP7,5.01.03.03.001,Altro
SP8,5.01.03.03.001,Altro
UNI,5.01.03.03.001,Altro
VCE,5.01.03.03.001,Altro
VCF,5.01.03.03.001,Altro
AAI,5.01.03.04.001,Altro
ASP,5.01.03.04.001,Altro
EPF,5.01.03.04.001,Altro
FLS,5.01.03.04.001,Altro
MON,5.01.03.04.001,Altro
PRO,5.01.03.04.001,Altro
REG,5.01.03.04.001,Altro
RIC,5.01.03.04.001,Altro
SP1,5.01.03.04.001,Altro
SP3,5.01.03.04.001,Altro
SP4,5.01.03.04.001,Altro
SP8,5.01.03.04.001,Altro
VCE,5.01.03.04.001,Altro
VCF,5.01.03.04.001,Altro
AAI,5.01.04.01.001,Altro
ASP,5.01.04.01.001,Altro
EPF,5.01.04.01.001,Altro
FLS,5.01.04.01.001,Altro
MON,5.01.04.01.001,Altro
PRO,5.01.04.01.001,Altro
REG,5.01.04.01.001,Altro
RIC,5.01.04.01.001,Altro
SP1,5.01.04.01.001,Altro
SP3,5.01.04.01.001,Altro
SP4,5.01.04.01.001,Altro
SP7,5.01.04.01.001,Altro
SP8,5.01.04.01.001,Altro
UNI,5.01.04.01.001,Altro
VCE,5.01.04.01.001,Altro
VCF,5.01.04.01.001,Altro
AAI,5.01.04.02.001,Altro
ASP,5.01.04.02.001,Altro
EPF,5.01.04.02.001,Altro
FLS,5.01.04.02.001,Altro
MON,5.01.04.02.001,Altro
PRO,5.01.04.02.001,Altro
REG,5.01.04.02.001,Altro
RIC,5.01.04.02.001,Altro
SP1,5.01.04.02.001,Altro
SP3,5.01.04.02.001,Altro
SP4,5.01.04.02.001,Altro
SP8,5.01.04.02.001,Altro
VCE,5.01.04.02.001,Altro
VCF,5.01.04.02.001,Altro
AAI,5.01.04.03.001,Altro
ASP,5.01.04.03.001,Altro
EPF,5.01.04.03.001,Altro
FLS,5.01.04.03.001,Altro
MON,5.01.04.03.001,Altro
PRO,5.01.04.03.001,Altro
REG,5.01.04.03.001,Altro
RIC,5.01.04.03.001,Altro
SP1,5.01.04.03.001,Altro
SP3,5.01.04.03.001,Altro
SP4,5.01.04.03.001,Altro
SP7,5.01.04.03.001,Altro
SP8,5.01.04.03.001,Altro
UNI,5.01.04.03.001,Altro
VCE,5.01.04.03.001,Altro
VCF,5.01.04.03.001,Altro
AAI,5.01.04.04.001,Altro
ASP,5.01.04.04.001,Altro
EPF,5.01.04.04.001,Altro
FLS,5.01.04.04.001,Altro
MON,5.01.04.04.001,Altro
PRO,5.01.04.04.001,Altro
REG,5.01.04.04.001,Altro
RIC,5.01.04.04.001,Altro
SP1,5.01.04.04.001,Altro
SP3,5.01.04.04.001,Altro
SP4,5.01.04.04.001,Altro
SP8,5.01.04.04.001,Altro
VCE,5.01.04.04.001,Altro
VCF,5.01.04.04.001,Altro
AAI,5.02.01.01.001,Altro
ASP,5.02.01.01.001,Altro
EPF,5.02.01.01.001,Altro
FLS,5.02.01.01.001,Altro
MON,5.02.01.01.001,Altro
PRO,5.02.01.01.001,Altro
REG,5.02.01.01.001,Altro
SP1,5.02.01.01.001,Altro
SP3,5.02.01.01.001,Altro
SP8,5.02.01.01.001,Altro
VCE,5.02.01.01.001,Altro
VCF,5.02.01.01.001,Altro
AAI,5.02.01.01.003,Altro
