codice_gestione,codice_voce,macro_area,macro_categoria
MON,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.01.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.003,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.004,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.005,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.006,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.007,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.008,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.009,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.010,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.011,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.012,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.013,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.014,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.015,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.016,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
